year,month,pv_kwh,pv_used_kwh,load_kwh,gen_dc_kwh,genset_h,fuel_l
2005,1,642.9175598752131,617.7941452596918,910.1750000000001,313.29673884262496,34.35271259239309,113.46805068396505
2005,2,622.6702926113396,564.6411929287957,823.2,290.8132237731899,31.88741488741118,105.32509765841873
2005,3,717.1829728768656,644.7276385700968,910.1750000000001,310.3820714869425,34.033121873568255,112.41243285511939
2005,4,844.7299271684808,730.3683641274678,882.0000000000001,183.66165999849915,20.138339912116137,66.5175469824442
2005,5,938.2610087611772,843.7989707110132,913.2683000000001,79.01715182809932,8.664161384660014,28.617987603877012
2005,6,954.5606876687772,856.433799926075,889.2632000000001,77.12736228727279,8.456947619218509,27.933554257418706
2005,7,1048.841208142314,928.8657440587508,925.8014000000001,24.18326673491272,2.6516739840913073,8.75855952321068
2005,8,877.2743483358638,798.2468001033606,919.8529000000001,127.46700881299842,13.976645703179653,46.16528429232067
2005,9,715.1730456535437,693.9959429587275,884.1102000000001,204.3389112694737,22.405582376038783,74.0063175450978
2005,10,743.6408167620365,673.1925547031999,912.6617000000001,300.2860984958748,32.92610729121434,108.75593014370799
2005,11,561.33920572217,527.6357992435732,882.0000000000001,364.1405641716188,39.92769343987049,131.88238136199644
2005,12,292.9976473224503,292.9976473224503,911.4000000000001,655.1599298043706,71.83771160135642,237.2821383196318
2006,1,558.6551717147161,552.9532661752029,911.4000000000001,416.2850009221143,45.645285188828325,150.76776016916023
2006,2,473.6160750737307,467.1192067805449,823.2,358.58668177904116,39.318715107351004,129.87090747579575
2006,3,495.902152422497,458.30901311894047,910.1750000000001,514.2613238596207,56.388303054782966,186.25227372640433
2006,4,669.1375875915058,644.8026845844596,882.0000000000001,249.48734305433945,27.356068317361785,90.35792262401316
2006,5,858.3174247134632,811.6932708525194,914.1049,145.95112721300856,16.003413071601816,52.85975832741206
2006,6,812.4639714566051,780.3262642333343,895.8954,147.63062652223059,16.187568697613006,53.46802994060053
2006,7,863.6303626150951,825.8880940206673,928.3829000000001,103.38178960417777,11.33572254431774,37.44223507062526
2006,8,851.0125031692078,796.3089195096566,920.5118,175.78523561620574,19.27469688774186,63.66490790193523
2006,9,816.8110414716085,740.2502508746185,885.9348,152.65269664098867,16.73823428081016,55.28689504873659
2006,10,887.6486758256751,839.7444433282423,912.8334000000001,126.6999428395053,13.89253759205102,45.88747265253215
2006,11,669.304548503353,648.7077978424788,882.0000000000001,257.3372715413508,28.216806090060395,93.20096557019949
2006,12,591.4323804515739,591.4323804515739,911.4000000000001,335.22137235423907,36.75672942480692,121.40859113042283
